,movie_id,movie_name,year,genre,,director,cast
993,tt7690638,Soorma,2018,"Biography, Drama, Sport",,Shaad Ali,"Diljit Dosanjh, Taapsee Pannu, Angad Bedi, Vijay Raaz"
994,tt10687220,Nikamma,2022,"Action, Comedy, Drama",,Sabir Khan,"Abhimanyu Dasani, Shilpa Shetty Kundra, Shirley Setia, Samir Soni"
995,tt4857886,Do Lafzon Ki Kahani,2016,"Action, Drama, Romance",,Deepak Tijori,"Kajal Aggarwal, Anil George, Randeep Hooda, Snehal Kulshreshtha"
996,tt2615584,Phata Poster Nikhla Hero,2013,"Action, Comedy, Crime",,Rajkumar Santoshi,"Shahid Kapoor, Ileana D'Cruz, Padmini Kolhapure, Mukesh Tiwari"
997,tt6903440,Manikarnika: The Queen of Jhansi,2019,"Action, Biography, Drama",,"Radha Krishna Jagarlamudi, Kangana Ranaut","Kangana Ranaut, Danny Denzongpa, Suresh Oberoi, Atul Kulkarni"
998,tt21835934,August 16 1947,2023,"Action, Drama",,N.S. Ponkumar,"Gautham Karthik, Revathy, Pugazh, Madhusudhan Rao"
999,tt3044882,Nasha,2013,"Drama, Thriller",,Amit Saxena,"Poonam Pandey, Shivam Patil, Vishal Bhonsle, Mohit Chauhan"
1000,tt5717110,Tum Bin 2,2016,"Drama, Romance",,"Md. Shahnause, Anubhav Sinha, Peter Pedrero","Neha Sharma, Aditya Seal, Aashim Gulati, Mouni Roy"
1001,tt0105500,Suryavanshi,1992,"Action, Fantasy, Horror",,Rakesh Kumar,"Salman Khan, Amrita Singh, Sheeba Agarwal, Saeed Jaffrey"
1002,tt2357489,Zanjeer,2013,"Action, Crime, Drama",,Apoorva Lakhia,"Ram Charan, Priyanka Chopra Jonas, Sanjay Dutt, Prakash Raj"
1003,tt11691696,Shukranu,2020,Drama,,Bishnu Dev Halder,"Divyendu Sharma, Shweta Basu Prasad, Sheetal Thakur, Aakkash Dabhade"
1004,tt24226474,Jigarthanda DoubleX,2023,"Action, Comedy, Drama",,Karthik Subbaraj,"S.J. Suryah, Nimisha Sajayan, Raghava Lawrence"
1005,tt21818782,Tehran,,"Action, Thriller",,Arun Gopalan,"John Abraham, Manushi Chhillar, Hadi Khanjanpour, Madhurima Tuli"
1006,tt2357926,Ramaiya Vastavaiya,2013,"Action, Drama, Romance",,Prabhu Deva,"Shruti Haasan, Girish Taurani, Sonu Sood, Vinod Khanna"
1007,tt0248617,Yaadein...,2001,"Musical, Drama, Romance",,Subhash Ghai,"Hrithik Roshan, Jackie Shroff, Kareena Kapoor, Amrish Puri"
1008,tt10288820,Chhota Bheem Kung Fu Dhamaka,2019,"Animation, Action, Adventure",,"Rajiv Chilaka, Binayak Das","Urvi Ashar, Asif Ali Beig, Jigna Bhardwaj, Rupa Bhimani"
1009,tt5543746,Maatr,2017,Thriller,,Ashtar Sayed,"Raveena Tandon, Siddharth Bhardwaj, Madhur Mittal, Piyush Kaushik"
1010,tt0813996,Alag: He Is Different.... He Is Alone...,2006,"Action, Drama, Fantasy",,Asshu Trikha,"Akshay Kapoor, Dia Mirza, Yatin Karyekar, Jayant Kripalani"
1011,tt1043451,Delhi-6,2009,Drama,,Rakeysh Omprakash Mehra,"Waheeda Rehman, Abhishek Bachchan, Sonam Kapoor, Rishi Kapoor"
1012,tt0220832,Vaastav: The Reality,1999,"Action, Crime, Drama",,Mahesh Manjrekar,"Sanjay Dutt, Namrata Shirodkar, Reema Lagoo, Shivaji Satam"
1013,tt1773764,Ship of Theseus,2012,Drama,,Anand Gandhi,"Aydah El-Kashef, Yogesh Shah, Faraz Khan, Hannan Youssef"
1014,tt0495034,Golmaal: Fun Unlimited,2006,"Action, Comedy, Drama",,Rohit Shetty,"Ajay Devgn, Arshad Warsi, Sharman Joshi, Tusshar Kapoor"
1015,tt0498351,The Hero of Color City,2014,"Animation, Adventure, Family",,Frank Gladstone,"Owen Wilson, Christina Ricci, Rosie Perez, Wayne Brady"
1016,tt0114230,Raja,1995,"Action, Comedy, Drama",,Indra Kumar,"Sanjay Kapoor, Madhuri Dixit, Mukesh Khanna, Dalip Tahil"
1017,tt0451787,Kyon Ki...,2005,"Drama, Romance",,Priyadarshan,"Salman Khan, Kareena Kapoor, Rimi Sen, Jackie Shroff"
1018,tt11651780,Choked: Paisa Bolta Hai,2020,Drama,,Anurag Kashyap,"Saiyami Kher, Roshan Mathew, Amruta Subhash, Upendra Limaye"
1019,tt4906984,Azhar,2016,"Biography, Drama, Sport",,Anthony D'Souza,"Emraan Hashmi, Nargis Fakhri, Prachi Desai, Lara Dutta"
1020,tt8983166,Panga,2020,"Drama, Sport",,Ashwiny Iyer Tiwari,"Kangana Ranaut, Jassie Gill, Richa Chadha, Neena Gupta"
1021,tt0443208,Rog,2005,"Mystery, Romance, Thriller",,Himanshu Brahmbhatt,"Irrfan Khan, Ilene Hamann, Himanshu Malik, Suhel Seth"
1022,tt1727496,Dil Toh Baccha Hai Ji,2011,"Comedy, Drama, Romance",,Madhur Bhandarkar,"Ajay Devgn, Emraan Hashmi, Omi Vaidya, Shazahn Padamsee"
1023,tt0390614,Waqt: The Race Against Time,2005,"Comedy, Drama, Family",,Vipul Amrutlal Shah,"Amitabh Bachchan, Akshay Kumar, Priyanka Chopra Jonas, Shefali Shah"
1024,tt15163896,Kasethan Kadavulada,2023,"Comedy, Drama",,R. Kannan,"Shiva, Priya Anand, Yogi Babu, Yogi Devaraj"
1025,tt0156659,Jurm,1990,"Action, Crime, Romance",,Mahesh Bhatt,"Vinod Khanna, Meenakshi Sheshadri, Sangeeta Bijlani, Shafi Inamdar"
1026,tt0476273,Kachchi Kali,1987,Drama,,K.R. Rangan,"Sonika Gill, Kapil Karzan, Ajinkya Deo, Abhilasha"
1027,tt20201666,Who Am I,2023,Drama,,Shireesh Khemariya,"Gaurav Kamble, Rishika Chandani, Mayank Jadhav, Subeer Kasali"
1028,tt0206067,Kachche Dhaage,1999,"Action, Drama, Thriller",,Milan Luthria,"Ajay Devgn, Saif Ali Khan, Manisha Koirala, Namrata Shirodkar"
1029,tt0305455,Pitaah,2002,"Action, Drama",,Mahesh Manjrekar,"Sanjay Dutt, Nandita Das, Sachin Khedekar, Tanvi Hegde"
1030,tt6173826,Guest iin London,2017,Comedy,,Ashwani Dhir,"Kartik Aaryan, Kriti Kharbanda, Paresh Rawal, Tanvi Azmi"
1031,tt2861320,Policegiri,2013,"Action, Comedy, Crime",,K.S. Ravikumar,"Sanjay Dutt, Prachi Desai, Prakash Raj, Om Puri"
1032,tt13761284,Shaakuntalam,2023,"Drama, Fantasy, Romance",,Gunasekhar,"Samantha Ruth Prabhu, Dev Mohan, Mohan Babu, Aditi Balan"
1033,tt3173910,Hasee Toh Phasee,2014,"Comedy, Romance",,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi"
1034,tt9688874,Tiger Nageswara Rao,2023,"Action, Biography, Crime",,Vamsee,"Anupam Kher, John Abraham, Karthi, Ravi Teja"
1035,tt5197544,Baar Baar Dekho,2016,"Action, Comedy, Drama",,Nitya Mehra,"Sidharth Malhotra, Katrina Kaif, Sayani Gupta, Kirti Adarkar"
1036,tt6203702,Baaghi 4,,"Action, Drama, Thriller",,"Jahid D'cruz, Ahmed Khan","Tiger Shroff, Jimmy Shergill, Sunny Hinduja, Jisshu Sengupta"
1037,tt0260077,Hotel,1981,"Horror, Mystery",,"Shyam Ramsay, Tulsi Ramsay","Navin Nischol, Rakesh Roshan, Bindiya Goswami, Neelam Mehra"
1038,tt4756264,Doodhwali,2007,Drama,,Suresh Jain,"Tanveer, Kanchan, Abu Khan, Shiri Khan"
1039,tt0359614,Loha,1987,"Action, Drama, Thriller",,Raj N. Sippy,"Dharmendra, Shatrughan Sinha, Karan Kapoor, Jugal Hansraj"
1040,tt0451919,Socha Na Tha,2005,"Comedy, Drama, Romance",,Imtiaz Ali,"Abhay Deol, Ayesha Takia, Ayesha Jhulka, Apoorva Jha"
1041,tt0119760,Naseeb,1998,"Comedy, Drama, Romance",,Kirti Kumar,"Govinda, Mamta Kulkarni, Saeed Jaffrey, Ajit Vachani"
1042,tt15387190,Veera Simha Reddy,2023,"Action, Drama",,Gopichand Malineni,"Nandamuri Balakrishna, Shruti Haasan, Honey Rose, Duniya Vijay"
1043,tt10761694,Tadap,2021,"Action, Drama, Romance",,Milan Luthria,"Ahan Shetty, Tara Sutaria, Saurabh Shukla, Kumud Mishra"
1044,tt1738293,Khichdi: The Movie,2010,"Comedy, Family",,Aatish Kapadia,"Anang Desai, Supriya Pathak, Rajeev Mehta, Nimisha Vakharia"
1045,tt0259877,Bandh Darwaza,1990,"Action, Drama, Horror",,"Shyam Ramsay, Tulsi Ramsay","Hashmat Khan, Manjeet Kular, Kunika Sadanand, Satish Kaul"
1046,tt5600714,Laal Rang,2016,"Comedy, Crime, Drama",,Syed Ahmad Afzal,"Randeep Hooda, Akshay Oberoi, Rajneesh Duggal, Piaa Bajpai"
1047,tt4232066,Once Again,2018,"Drama, Romance",,Kanwal Sethi,"Shefali Shah, Neeraj Kabi, Bidita Bag, Priyanshu Painyuli"
1048,tt0384491,Samay: When Time Strikes,2003,"Crime, Mystery, Thriller",,Robbie Grewal,"Sushmita Sen, Lucy Bartholomew, Tushar Dalvi, Deepak Dobriyal"
1049,tt0068938,Mere Jeevan Saathi,1972,"Drama, Adventure, Action",,Ravikant Nagaich,"Rajesh Khanna, Tanuja Samarth, Sujit Kumar, Bindu Desai"
1050,tt6054058,Khaidi No. 150,2017,"Action, Drama, Romance",,V.V. Vinayak,"Chiranjeevi, Kajal Aggarwal, Tarun Arora, Mohammad Ali"
1051,tt0476649,Darna Zaroori Hai,2006,Horror,,"J.D. Chakravarthi, Manish Gupta, Sajid Khan, Jijy Philip, Prawaal Raman, Vivek Shah, Ram Gopal Varma","Amitabh Bachchan, Riteish Deshmukh, Arjun Rampal, Bipasha Basu"
1052,tt0269758,Raja Ki Ayegi Baraat,1997,"Drama, Romance",,Ashok Gaekwad,"Shadaab Khan, Rani Mukerji, Gulshan Grover, Divya Dutta"
1053,tt0349333,Darna Mana Hai,2003,Horror,,Prawaal Raman,"Saif Ali Khan, Boman Irani, Nana Patekar, Vivek Oberoi"
1054,tt27802487,Dono,2023,Drama,,Avnish Barjatya,"Rajveer Deol, Paloma Dhillon, Garima Agarwal, Rohan Khurana"
1055,tt1101665,Shaurya: It Takes Courage to Make Right... Right,2008,"Crime, Drama, Thriller",,Samar Khan,"Rahul Bose, Jaaved Jaaferi, Minissha Lamba, Seema Biswas"
1056,tt8202612,Satyameva Jayate,2018,"Action, Crime, Drama",,Milap Zaveri,"John Abraham, Manoj Bajpayee, Aisha Sharma, Amruta Khanvilkar"
1057,tt15193162,The Conversion,2022,Drama,,Vinod Tiwari,"Vindhya Tiwari, Prateek Shukla, Ravi Bhatia, Vibha Chhibber"
1058,tt1105733,Kismat Konnection,2008,"Comedy, Drama, Romance",,Aziz Mirza,"Shahid Kapoor, Vidya Balan, Vishal Malhotra, Om Puri"
1059,tt0770214,Kabul Express,2006,"Adventure, Comedy, Drama",,Kabir Khan,"John Abraham, Arshad Warsi, Salman Shahid, Hanif Hum Ghum"
1060,tt0210609,China Gate,1998,"Action, Adventure, Drama",,Rajkumar Santoshi,"Om Puri, Amrish Puri, Naseeruddin Shah, Danny Denzongpa"
1061,tt4683366,Ghayal Once Again,2016,"Action, Crime, Drama",,Sunny Deol,"Sunny Deol, Soha Ali Khan, Om Puri, Aanchal Munjal"
1062,tt15964308,Sherdil,2022,"Comedy, Drama",,Srijit Mukherji,"Pankaj Tripathi, Sayani Gupta, Neeraj Kabi, Akshay Kapoor"
1063,tt26445821,Kaala Barbarian Chapter 1,2023,Thriller,,Jinto Chacko Samuel,"Jijoy Rajagopalan, Varun Singh Rajput, Chayanika Chaudhuri, Stuti Trivedi"
1064,tt0317312,Dance Dance,1987,"Action, Drama, Musical",,Babbar Subhash,"Mithun Chakraborty, Smita Patil, Mandakini, Shakti Kapoor"
1065,tt0162480,Mr. & Mrs. Khiladi,1997,"Comedy, Drama, Romance",,David Dhawan,"Akshay Kumar, Juhi Chawla, Paresh Rawal, Anil Dhawan"
1066,tt0072860,Deewaar,1975,"Action, Crime, Drama",,Yash Chopra,"Amitabh Bachchan, Shashi Kapoor, Nirupa Roy, Parveen Babi"
1067,tt3449292,Manjhi: The Mountain Man,2015,"Biography, Drama",,Ketan Mehta,"Nawazuddin Siddiqui, Radhika Apte, Ashutosh Acharya, Shahzad Ahmed"
1068,tt7638344,Dhadak,2018,"Drama, Romance",,Shashank Khaitan,"Janhvi Kapoor, Ishaan Khattar, Ashutosh Rana, Aditya Kumar"
1069,tt1198101,Kites,2010,"Action, Drama, Romance",,Anurag Basu,"Hrithik Roshan, Bárbara Mori, Nicholas Brown, Kangana Ranaut"
1070,tt14418234,State of Siege: Temple Attack,2021,"Action, Thriller",,Ken Ghosh,"Akshaye Khanna, Gautam Rode, Vivek Dahiya, Abhimanyu Singh"
1071,tt1182884,Dulha Mil Gaya,2010,"Comedy, Drama, Romance",,Mudassar Aziz,"Sushmita Sen, Fardeen Khan, Ishita Sharma, Shah Rukh Khan"
1072,tt0101732,Dil Aashna Hai (...The Heart Knows),1992,"Drama, Romance",,Hema Malini,"Jeetendra, Mithun Chakraborty, Dimple Kapadia, Amrita Singh"
1073,tt3794302,Pizza,2014,Horror,,Akshay Akkineni,"Akshay Oberoi, Parvathy Omanakuttan, Arunoday Singh, Dipannita Sharma"
1074,tt1105747,Yuvvraaj,2008,"Comedy, Drama, Musical",,Subhash Ghai,"Salman Khan, Anil Kapoor, Zayed Khan, Mithun Chakraborty"
1075,tt11773426,VD 12,,"Action, Drama",,Gowtam Tinnanuri,"Vijay Deverakonda, Rashmika Mandanna, Keshav Deepak, Manikanta Varanasi"
1076,tt5472758,Happy Bhag Jayegi,2016,"Comedy, Romance",,Mudassar Aziz,"Diana Penty, Abhay Deol, Jimmy Shergill, Ali Fazal"
1077,tt9558612,PM Narendra Modi,2019,"Biography, Drama",,Omung Kumar,"Boman Irani, Barkha Bisht, Vivek Oberoi, Prashant Narayanan"
1078,tt10083868,Bole Chudiyan,,"Comedy, Drama, Romance",,Shamas Nawab Siddiqui,"Tamannaah Bhatia, Nawazuddin Siddiqui, Rajpal Naurang Yadav, Aditya Srivastav"
1079,tt0217660,Mohabbat,1997,"Drama, Romance",,Reema Rakesh Nath,"Madhuri Dixit, Sanjay Kapoor, Akshaye Khanna, Farooq Shaikh"
1080,tt0278315,Arjun Pandit,1999,"Action, Crime, Romance",,Rahul Rawail,"Sunny Deol, Juhi Chawla, Saurabh Shukla, Mukesh Rishi"
1081,tt0101437,Beta,1992,"Drama, Romance",,Indra Kumar,"Anil Kapoor, Madhuri Dixit, Aruna Irani, Laxmikant Berde"
1082,tt0454435,'D',2005,"Crime, Drama, Thriller",,Vishram Sawant,"Randeep Hooda, Chunky Pandey, Rukhsar Rehman, Isha Koppikar"
1083,tt0102846,Saugandh,1991,"Action, Drama, Romance",,Raj N. Sippy,"Rakhee Gulzar, Akshay Kumar, Shanti Priya, Aryeman Ramsay"
1084,tt0247911,Aap Mujhe Achche Lagne Lage,2002,"Action, Drama, Romance",,Vikram Bhatt,"Hrithik Roshan, Ameesha Patel, Kiran Kumar, Mukesh Tiwari"
1085,tt7777196,Thackeray,2019,"Biography, Drama",,"Abhijit Panse, Amol Bhor","Nawazuddin Siddiqui, Amrita Rao, Prakash Belawadi, Nilesh Divekar"
1086,tt0187192,Julie,1975,"Family, Musical, Romance",,K.S. Sethumadhavan,"Lakshmi, Vikram Makandar, Nadira, Utpal Dutt"
1087,tt4486148,Shimla Mirchi,2020,"Comedy, Romance",,Ramesh Sippy,"Hema Malini, Rajkummar Rao, Rakul Preet Singh, Shakti Kapoor"
1088,tt1806913,Golmaal Again,2017,"Action, Comedy, Fantasy",,Rohit Shetty,"Ajay Devgn, Arshad Warsi, Tabu, Shreyas Talpade"
1089,tt13131186,Enemy,2021,"Action, Drama, Thriller",,Anand Shankar,"Vishal, Arya, Mirnalini Ravi, Mamta Mohandas"
1090,tt0050665,Madhumati,1958,"Fantasy, Musical, Mystery",,Bimal Roy,"Dilip Kumar, Vyjayanthimala, Johnny Walker, Pran Sikand"
1091,tt7981392,Kick 2,, ,,Jai Basantu Singh,"Salman Khan, Jacqueline Fernandez, Randeep Hooda, Akshaye Khanna"
1092,tt6078866,Soni,2018,"Crime, Drama",,Ivan Ayr,"Geetika Vidya Ohlyan, Saloni Batra, Vikas Shukla, Mohit Chauhan"
1093,tt0152256,Saagar,1985,"Drama, Romance",,Ramesh Sippy,"Rishi Kapoor, Kamal Haasan, Dimple Kapadia, Nadira"
1094,tt0399942,Paap,2003,"Action, Crime, Drama",,Pooja Bhatt,"John Abraham, Udita Goswami, Mohan Agashe, Gulshan Grover"
1095,tt3309662,Jackpot,2013,"Comedy, Thriller",,Kaizad Gustad,"Naseeruddin Shah, Sunny Leone, Sachiin Joshi, Bharath Niwas"
1096,tt1050739,Roadside Romeo,2008,"Animation, Adventure, Comedy",,Jugal Hansraj,"Saif Ali Khan, Kareena Kapoor, Jaaved Jaaferi, Vrajesh Hirjee"
1097,tt13878694,Maarrich,2022,"Crime, Mystery, Thriller",,Dhruv Lather,"Tusshar Kapoor, Chelsha Gosai, Aakash Dahiya, Rahul Dev"
1098,tt28089784,Punjab '95,,"Biography, Crime, Drama",,Honey Trehan,"Arjun Rampal, Suvinder Vicky, Diljit Dosanjh, Varun Badola"
1099,tt0449228,Dosti: Friends Forever,2005,"Drama, Romance",,Suneel Darshan,"Akshay Kumar, Bobby Deol, Kareena Kapoor, Lara Dutta"
1100,tt0120551,Ziddi,1997,"Action, Drama",,Guddu Dhanoa,"Sunny Deol, Raveena Tandon, Anupam Kher, Ashish Vidyarthi"
1101,tt0138411,Dushmun,1971,Drama,,Dulal Guha,"Meena Kumari, Mumtaz Askari, Rajesh Khanna, Kumari Naaz"
1102,tt6986710,The Accidental Prime Minister,2019,"Biography, Drama",,Vijay Ratnakar Gutte,"Anupam Kher, Akshaye Khanna, Suzanne Bernert, Vipin Sharma"
1103,tt0395715,Preetam,1971,"Comedy, Romance",,Bhappi Sonie,"Shammi Kapoor, Leena Chandavarkar, Helen, Vinod Khanna"
1104,tt6593054,Drive,2019,"Action, Crime, Thriller",,Tarun Mansukhani,"Sushant Singh Rajput, Jacqueline Fernandez, Vikramjeet Virk, Sapna Pabbi"
1105,tt27862531,Ajmer 92,2023,"Crime, Drama, History",,Pushpendra Singh,"Karan Verma, Sumit Singh, Rajesh Sharma, Ishan Mishra"
1106,tt15502162,Hindutva,2022,Drama,,Karan Razdan,"Agast Anand, Shiven Basnet, Surmeet Basra, Sonarika Bhadoria"
1107,tt10964468,Shakuntala Devi,2020,"Biography, Drama",,Anu Menon,"Vidya Balan, Adi Chugh, Sanya Malhotra, Jisshu Sengupta"
1108,tt0953306,Anwar,2007,"Drama, Romance, Thriller",,Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Naurang Yadav"
1109,tt0415003,Garv: Pride and Honour,2004,"Action, Crime, Drama",,Puneet Issar,"Salman Khan, Shilpa Shetty Kundra, Arbaaz Khan, Akanksha Malhotra"
1110,tt7782402,The Storyteller,2022,Drama,,Anant Mahadevan,"Paresh Rawal, Adil Hussain, Revathi, Tannishtha Chatterjee"
1111,tt0418880,Mere Jeevan Saathi,2006,"Drama, Music, Romance",,Suneel Darshan,"Akshay Kumar, Karisma Kapoor, Ameesha Patel, Gulshan Grover"
1112,tt2339505,Kochadaiiyaan,2014,"Animation, Action, Adventure",,Soundarya Rajinikanth Vishagan,"Rajinikanth, Deepika Padukone, R. Sarathkumar, Jackie Shroff"
1113,tt0260411,Tahkhana,1986,"Action, Drama, Horror",,"Shyam Ramsay, Tulsi Ramsay","Hemant Birje, Kamran Rizvi, Arti Gupta, Preeti Sapru"
1114,tt21357600,Bombay,2023,Action,,Sanjay Niranjan,"Gavie Chahal, Deepshikha Nagpal, Danish Bhatt, Ganesh Pai"
1115,tt0107321,King Uncle,1993,"Comedy, Drama, Family",,Rakesh Roshan,"Jackie Shroff, Shah Rukh Khan, Nagma, Sushmita Mukherjee"
1116,tt1169270,Don,2007,"Action, Crime, Drama",,Raghava Lawrence,"Nagarjuna Akkineni, Anushka Shetty, Raghava Lawrence, Nikhita"
1117,tt16235600,Chhota Bheem aur Krishna: Mayanagari,2011,"Animation, Action, Fantasy",,Rajiv Chilaka,Vatsal Dubey
1118,tt18377806,Bedhadak,, ,,Shashank Khaitan,"Lakshya, Vikram Bhatt, Shanaya Kapoor, Gurfateh Pirzada"
1119,tt3698454,Yaara,2020,"Action, Crime, Drama",,"Manish Soni, Tigmanshu Dhulia","Vidyut Jammwal, Amit Sadh, Mohommed Ali Shah, Kenny Basumatary"
1120,tt8647400,De De Pyaar De,2019,"Comedy, Drama, Romance",,Akiv Ali,"Ajay Devgn, Tabu, Rakul Preet Singh, Jimmy Shergill"
1121,tt10305616,Malaal,2019,"Action, Drama, Romance",,Mangesh Hadawale,"Meezaan Jafri, Sharmin Segal, Chinmayee Surve, Anil Gawas"
1122,tt8705332,Match Of Life,2022,Comedy,,Aman Sagar,"Rajpal Naurang Yadav, Sudha Chandran, Pankaj Berry, Supriya Karnik"
1123,tt7647774,Ek Betuke Aadmi Ki Afrah Raatein,2023,Drama,,Sharad Raj,"Pawan Chakravarti, Archanna Guptaa, Adil Hussain, Raghav Jhingran"
1124,tt1714832,Do Dooni Chaar,2010,"Comedy, Crime, Drama",,Habib Faisal,"Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna"
1125,tt0172175,Bhabhi,1991,"Comedy, Drama, Family",,Kishore Vyas,"Bhanupriya, Govinda, Juhi Chawla, Gulshan Grover"
1126,tt0247944,Badal,2000,"Action, Crime, Drama",,Raj Kanwar,"Bobby Deol, Rani Mukerji, Mayuri Kango, Ashutosh Rana"
1127,tt3807778,Badla Sherni Ka,2001,Action,,Kanti Shah,"Sapna Sappu, Amit Pachori, Junior Johnny Lever, Anil Nagrath"
1128,tt27613132,Awara Pagal Deewana 2,, ,,Ahmed Khan,"Akshay Kumar, Sanjay Dutt, Disha Patani, Dalip Singh"
1129,tt10318332,Badnaam Gali,2019,Comedy,,Ashwin Shetty,"Patralekhaa Paul, Divyendu Sharma, Dolly Ahluwalia, Paritosh Sand"
1130,tt2199711,Vishwaroopam,2013,"Action, Thriller",,Kamal Haasan,"Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose"
1131,tt13491620,Unpaused,2020,"Drama, Romance",,"Nikkhil Advani, Avinash Arun, Tannishtha Chatterjee, Krishna D.K., Nitya Mehra, Raj Nidimoru","Gulshan Devaiah, Saiyami Kher, Richa Chadha, Ishwak Singh"
1132,tt23220368,Vedaat Maratha Veer Daudale Saat,,History,,Mahesh Manjrekar,"Akshay Kumar, Pravin Tarde, Satya Manjrekar, Utkarsh Shinde"
1133,tt18265146,Victoria: Ek Rahasya,2023,"Horror, Thriller",,"Jeet Ashok, Virajas Kulkarni","Pushkar Jog, Sonalee Kulkarni, Aashay Kulkarni, Heera Sohal"
1134,tt0173369,Tum Mere Ho,1990,"Fantasy, Horror, Romance",,Tahir Hussain,"Aamir Khan, Juhi Chawla, Ajit Vachani, Sudhir Pandey"
1135,tt0326983,Jaani Dushman: Ek Anokhi Kahani,2002,"Action, Fantasy, Horror",,Rajkumar Kohli,"Sunny Deol, Arman Kohli, Manisha Koirala, Akshay Kumar"
1136,tt0075669,Amar Akbar Anthony,1977,"Action, Comedy, Drama",,Manmohan Desai,"Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Shabana Azmi"
1137,tt15547882,Spirit,X, ,,Sandeep Reddy Vanga,"Shahid Kapoor, Prabhas, Olivia Morris, Trisha Krishnan"
1138,tt0116763,Khamoshi: The Musical,1996,"Drama, Musical, Romance",,Sanjay Leela Bhansali,"Manisha Koirala, Nana Patekar, Salman Khan, Seema Biswas"
1139,tt0061072,Teesri Kasam,1966,"Comedy, Drama, Romance",,Basu Bhattacharya,"Raj Kapoor, Waheeda Rehman, Dulari, Iftekhar"
1140,tt9680136,Pati Patni Aur Woh,2019,"Comedy, Romance",,Mudassar Aziz,"Kartik Aaryan, Bhumi Pednekar, Ananya Panday, Aparshakti Khurana"
1141,tt15516226,Chhatriwali,2023,"Comedy, Drama",,Tejas Prabha Vijay Deoskar,"Rakul Preet Singh, Sumeet Vyas, Satish Kaushik, Dolly Ahluwalia"
1142,tt10515526,Lootcase,2020,"Comedy, Crime",,Rajesh Krishnan,"Kunal Kemmu, Rasika Dugal, Vijay Raaz, Ranvir Shorey"
1143,tt0047990,Devdas,1955,"Drama, Musical, Romance",,Bimal Roy,"Dilip Kumar, Suchitra Sen, Vyjayanthimala, Motilal"
1144,tt27028399,Murder Mubarak,,"Comedy, Horror, Mystery",,Homi Adajania,"Vijay Varma, Sara Ali Khan, Pankaj Tripathi, Dimple Kapadia"
1145,tt28539592,Rambo,,Action,,Rohit Dhawan,"Tiger Shroff, Janhvi Kapoor"
1146,tt23865942,Sarzameen,,"Drama, Mystery, Thriller",,Kayoze Irani,"Kajol, Prithviraj Sukumaran, Tota Roy Chowdhury, Rajesh Sharma"
1147,tt24245466,Ruslaan,,"Action, Thriller",,Katyayan Shivpuri,"Jagapathi Babu, Aayush Sharma, Vidya Malvade, Richard Bhakti Klein"
1148,tt0150433,Earth,1998,"Drama, Romance, War",,Deepa Mehta,"Aamir Khan, Nandita Das, Rahul Khanna, Maia Sethna"
1149,tt17736704,Mister Mummy,2022,"Comedy, Drama",,Shaad Ali,"Riteish Deshmukh, Genelia Deshmukh, Mahesh Manjrekar, Atul Sharma"
1150,tt7317482,Pailwaan,2019,"Action, Drama, Sport",,S Krishna,"Suniel Shetty, Sushant Singh, Aakanksha Singh, Sudeep"
1151,tt14873108,Rajnigandha,2021,"Crime, Drama",,"Pritesh Srivastava, Pritesh Kumar Srivastava","Monika Agnihotrie, Parul Agrawal, Zoie Aggarwal Ahmed, Veebha Anand"
1152,tt0067183,Haré Rama Haré Krishna,1971,"Drama, Musical",,Dev Anand,"Zeenat Aman, Dev Anand, Mumtaz Askari, Baby Guddi"
1153,tt1411956,Sold,2014,Drama,,Jeffrey D. Brown,"Gillian Anderson, David Arquette, Tillotama Shome, Priyanka Bose"
1154,tt0341266,Bhoot,2003,"Horror, Mystery, Thriller",,Ram Gopal Varma,"Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha"
1155,tt15334030,Martin,2023,"Action, Drama, Thriller",,A.P. Arjun,"Dhruva Sarja, Vaibhavi Shandilya, Sriram Reddy Polasane, Nawab Shah"
1156,tt0358053,Pyar Ke Do Pal,1986,"Action, Drama",,Rajiv Mehra,"Mithun Chakraborty, Bindu Desai, Krishan Dhawan, Jagdeep"
1157,tt0310254,Tumko Na Bhool Paayenge,2002,"Action, Romance, Thriller",,Pankaj Parashar,"Pankaj Dheer, Arbaaz Khan, Salman Khan, Sushmita Sen"
1158,tt3683702,Fugly,2014,"Drama, Thriller",,Kabir Sadanand,"Jimmy Shergill, Mohit Marwah, Kiara Advani, Vijender Singh"
1159,tt0233226,Anokha Bandhan,1982,Drama,,Mehul Kumar,"Shabana Azmi, Seema Deo, Vishal Desai, Aruna Irani"
1160,tt1773015,Phas Gaye Re Obama,2010,"Comedy, Crime, Drama",,Subhash Kapoor,"Rajat Kapoor, Neha Dhupia, Sanjay Mishra, Manu Rishi Chadha"
1161,tt0429289,Tauba Tauba,2004,"Comedy, Drama",,T.L.V. Prasad,"Laxmikant Berde, Bobby Darling, Amin Gazi, Vikaas Kalantari"
