,movie_id,movie_name,year,genre,,director,cast
567,tt0448206,Bunty Aur Babli,2005,"Comedy, Crime, Drama",,Shaad Ali,"Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Kiran Juneja"
568,tt1395025,Agent Vinod,2012,"Action, Adventure, Thriller",,Sriram Raghavan,"Kareena Kapoor, Saif Ali Khan, Adil Hussain, Ram Kapoor"
569,tt4387040,Airlift,2016,"Action, Drama, History",,Raja Menon,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi"
570,tt5456546,Judwaa 2,2017,"Action, Comedy",,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher"
571,tt28290264,Untitled Aamir khan/Rajkumar Hirani movie,,Biography,,Rajkumar Hirani,Aamir Khan
572,tt0356982,Paanch,2003,"Crime, Thriller",,Anurag Kashyap,"Kay Kay Menon, Aditya Srivastav, Joy Fernandes, Vijay Maurya"
573,tt2077833,Rowdy Rathore,2012,"Action, Comedy, Crime",,Prabhu Deva,"Akshay Kumar, Sonakshi Sinha, Nassar, Yashpal Sharma"
574,tt13912632,Sanak,2021,"Action, Thriller",,Kanishk Varma,"Vidyut Jammwal, Neha Dhupia, Rukmini Maitra, Chandan Roy Sanyal"
575,tt15416100,Visfot,2023,"Crime, Thriller",,Kookie Gulati,"Riddhi Dogra, Priya Bapat, Riteish Deshmukh, Fardeen Khan"
576,tt6964940,Skater Girl,2021,"Drama, Family, Sport",,Manjari Makijany,"Waheeda Rehman, Amy Maghera, Sahidur Rahaman, Jonathan Readwin"
577,tt0405266,Raincoat,2004,"Drama, Romance",,Rituparno Ghosh,"Ajay Devgn, Aishwarya Rai Bachchan, Annu Kapoor, Mouli Ganguly"
578,tt0405507,Murder,2004,"Drama, Romance, Thriller",,Anurag Basu,"Mallika Sherawat, Ashmit Patel, Emraan Hashmi, Kashmira Shah"
579,tt0272736,Mujhse Dosti Karoge!,2002,"Comedy, Drama, Family",,Kunal Kohli,"Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra"
580,tt5632164,Veerappan,2016,"Action, Biography, Crime",,Ram Gopal Varma,"Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav, Nissar Khan"
581,tt4874298,Madly,2016,"Drama, Romance",,"Bat for Lashes, Gael García Bernal, Anurag Kashyap, Sebastián Silva, Sion Sono, Mia Wasikowska","Radhika Apte, Kathryn Beck, Justina Bustos, Zoë Castle"
582,tt17425020,One Friday Night,2023,"Crime, Drama",,Manish Gupta,"Vidhi Chitalia, Hemant K Gaur, Ambrish Saxena, Milind Soman"
583,tt7363104,Khuda Haafiz,2020,"Action, Crime, Drama",,Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Annu Kapoor, Aahana Kumra"
584,tt3859980,Mohenjo Daro,2016,"Action, Adventure, Drama",,Ashutosh Gowariker,"Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh"
585,tt9766332,Atrangi Re,2021,"Comedy, Drama, Fantasy",,Aanand L. Rai,"Dhanush, Sara Ali Khan, Akshay Kumar, Seema Biswas"
586,tt1708453,Aakrosh,2010,"Action, Crime, Drama",,Priyadarshan,"Ajay Devgn, Akshaye Khanna, Bipasha Basu, Paresh Rawal"
587,tt0098999,Agneepath,1990,"Action, Crime, Drama",,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari"
588,tt0120540,Yes Boss,1997,"Comedy, Drama, Musical",,Aziz Mirza,"Shah Rukh Khan, Juhi Chawla, Aditya Pancholi, Kashmira Shah"
589,tt9614460,Chhapaak,2020,"Biography, Drama",,Meghna Gulzar,"Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair"
590,tt1499201,Anjaana Anjaani,2010,"Comedy, Drama, Musical",,Siddharth Anand,"Priyanka Chopra Jonas, Ranbir Kapoor, Aubrey K. Miller, Carl Marino"
591,tt1734110,No One Killed Jessica,2011,"Biography, Crime, Drama",,Raj Kumar Gupta,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam"
592,tt4699202,Gurgaon,2017,"Crime, Thriller",,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna"
593,tt11948256,Lift,2021,"Drama, Horror, Mystery",,Vineeth,"Kavin, Amritha Aiyer, Kiran Konda, Gayathri Reddy"
594,tt2385104,D-Day,2013,"Action, Thriller",,Nikkhil Advani,"Irrfan Khan, Rishi Kapoor, Arjun Rampal, Shruti Haasan"
595,tt13022984,Khuda Haafiz Chapter II: Agni Pariksha,2022,"Action, Crime, Drama",,Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Dibyendu Bhattacharya, Sheeba Chaddha"
596,tt23875550,UI,, ,,Upendra,"Sunny Leone, Upendra, Murli Sharma, P. Ravi Shankar"
597,tt0093578,Mr. India,1987,"Action, Comedy, Drama",,Shekhar Kapur,"Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik"
598,tt8130904,The Body,2019,"Mystery, Thriller",,Jeethu Joseph,"Emraan Hashmi, Rishi Kapoor, Sobhita Dhulipala, Vedhika"
599,tt7180544,Mukkabaaz,2017,"Action, Drama, Sport",,Anurag Kashyap,"Vineet Kumar Singh, Jimmy Shergill, Zoya Hussain, Ravi Kishan"
600,tt0052954,Kaagaz Ke Phool,1959,"Drama, Romance",,Guru Dutt,"Waheeda Rehman, Guru Dutt, Kumari Naaz, Johnny Walker"
601,tt0093949,Shahenshah,1988,"Action, Adventure",,Tinnu Anand,"Amitabh Bachchan, Meenakshi Sheshadri, Aruna Irani, Rohini Hattangadi"
602,tt2302416,Gali Guleiyan,2017,"Drama, Thriller",,Dipesh Jain,"Manoj Bajpayee, Ranvir Shorey, Neeraj Kabi, Shahana Goswami"
603,tt0419058,Phir Hera Pheri,2006,"Comedy, Crime",,Neeraj Vora,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Bipasha Basu"
604,tt21998526,Zwigato,2022,Drama,,Nandita Das,"Kapil Sharma, Shahana Goswami, Tushar Acharya, Zishan Ali"
605,tt5764096,Hindi Medium,2017,"Comedy, Drama",,Saket Chaudhary,"Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal"
606,tt1301698,1920,2008,"Horror, Mystery, Romance",,Vikram Bhatt,"Rajneesh Duggal, Adah Sharma, Anjori Alagh, Raj Zutshi"
607,tt10023024,Love Aaj Kal,2020,"Drama, Romance",,Imtiaz Ali,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Sonu Saini"
608,tt11199356,Bheeshma,2020,"Action, Comedy, Romance",,Venky Kudumula,"Nithiin, Rashmika Mandanna, Anant Nag, Jisshu Sengupta"
609,tt10243678,Chopsticks,2019,"Comedy, Drama",,Sachin Yardi,"Abhay Deol, Mithila Palkar, Vijay Raaz, Achint Kaur"
610,tt11142762,Pagglait,2021,"Comedy, Drama",,Umesh Bist,"Sanya Malhotra, Sayani Gupta, Sheeba Chaddha, Ashutosh Rana"
611,tt1949548,Heroine,2012,Drama,,Madhur Bhandarkar,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Shahana Goswami"
612,tt2072227,Shanghai,2012,"Crime, Drama, Mystery",,Dibakar Banerjee,"Abhay Deol, Emraan Hashmi, Kalki Koechlin, Prasenjit Chatterjee"
613,tt6170954,Naam Shabana,2017,"Action, Drama, Thriller",,Shivam Nair,"Taapsee Pannu, Akshay Kumar, Manoj Bajpayee, Taher Shabbir"
614,tt3696192,Singh Is Bliing,2015,"Action, Comedy, Romance",,Prabhu Deva,"Akshay Kumar, Amy Jackson, Lara Dutta, Kay Kay Menon"
615,tt11095208,Beautiful,X2020,Drama,,Agasthya Manju,"Raknil Avro, K K Binojee, Erixnil, Naina Ganguly"
616,tt2417560,Filmistaan,2012,Comedy,,Nitin Kakkar,"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Datt"
617,tt0222024,Hum Tumhare Hain Sanam,2002,"Comedy, Drama, Romance",,"K.S. Adiyaman, Sanjay Singh","Shah Rukh Khan, Madhuri Dixit, Salman Khan, Atul Agnihotri"
618,tt0082797,Naseeb,1981,"Action, Musical, Romance",,Manmohan Desai,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor, Hema Malini"
619,tt5465370,Akira,2016,"Action, Thriller",,A.R. Murugadoss,"Sonakshi Sinha, Anurag Kashyap, Konkona Sen Sharma, Nandu Madhav"
620,tt8108200,Sonchiriya,2019,"Action, Crime, Drama",,Abhishek Chaubey,"Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana, Ranvir Shorey"
621,tt1049405,The Other End of the Line,2007,"Comedy, Drama, Family",,James Dodson,"Jesse Metcalfe, Sara Foster, Anupam Kher, Austin Basis"
622,tt6264938,Kesari,2019,"Action, Drama, History",,Anurag Singh,"Akshay Kumar, Parineeti Chopra, Suvinder Vicky, Vansh Bhardwaj"
623,tt0085743,Jaane Bhi Do Yaaro,1983,"Comedy, Crime, Drama",,Kundan Shah,"Naseeruddin Shah, Ravi Baswani, Bhakti Barve, Satish Shah"
624,tt12045028,Nympho: The Lust Story,2020,"Drama, Romance, Thriller",,Kumaar Aadarsh,"Natasha Majhi, Mohnish Nawani, Vikhyat Swades, Pooja Jangid"
625,tt4334260,San' 75 (Pachattar),2022,Thriller,,Navneet Behal,"Pravessh Rana, Kay Kay Menon, Kirti Kulhari, Tom Alter"
626,tt2301155,Shootout at Wadala,2013,"Action, Biography, Crime",,Sanjay Gupta,"Anil Kapoor, John Abraham, Manoj Bajpayee, Tusshar Kapoor"
627,tt1918965,Murder 2,2011,"Action, Crime, Drama",,Mohit Suri,"Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan, Sulagna Panigrahi"
628,tt0886539,Luck by Chance,2009,Drama,,Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia"
629,tt0234000,Kaho Naa... Pyaar Hai,2000,"Action, Musical, Romance",,Rakesh Roshan,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil"
630,tt1433905,All the Best: Fun Begins,2009,"Action, Comedy, Drama",,Rohit Shetty,"Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu"
631,tt1610452,Band Baaja Baaraat,2010,"Comedy, Drama, Romance",,Maneesh Sharma,"Ranveer Singh, Anushka Sharma, Ranjit Batra, Satender Bhardwaj"
632,tt6514196,Baazaar,2018,"Crime, Drama, Thriller",,"Gauravv K. Chawla, Samuel Wilde","Saif Ali Khan, Radhika Apte, Chitrangda Singh, Denzil Smith"
633,tt5686868,Miss Teacher,2016,Romance,,Jayprakkash Shaw,"Kamalika Chanda, Rahul Sharma, Resham Thakkar, Adi Irani"
634,tt0307873,Raaz,2002,"Drama, Horror, Musical",,Vikram Bhatt,"Dino Morea, Bipasha Basu, Malini Sharma, Ashutosh Rana"
635,tt0291376,Nayak: The Real Hero,2001,"Action, Drama, Thriller",,S. Shankar,"Anil Kapoor, Rani Mukerji, Amrish Puri, Paresh Rawal"
636,tt1017456,Race,2008,"Action, Crime, Drama",,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Saif Ali Khan, Akshaye Khanna, Bipasha Basu, Katrina Kaif"
637,tt28152747,Sergeant,2023,"Drama, Thriller",,Prawaal Raman,"Tahirr Aashhraf, Daphne Alexander, Malcolm Davies, Sonia Goswami"
638,tt0466460,Khosla Ka Ghosla!,2006,"Comedy, Crime, Drama",,"Dibakar Banerjee, Pravin E. Birje","Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma"
639,tt21398196,Siya,2022,"Crime, Drama",,Manish Mundra,"Stephen Alexander, Rudra Pratap Singh Chaudhary, Dev Chauhan, Madhvendra Jha"
640,tt1562859,Golmaal 3,2010,"Action, Comedy, Drama",,Rohit Shetty,"Mithun Chakraborty, Ajay Devgn, Kareena Kapoor, Tusshar Kapoor"
641,tt6972140,Blackmail,2018,"Comedy, Thriller",,Abhinay Deo,"Irrfan Khan, Urmila Matondkar, Divya Dutta, Kirti Kulhari"
642,tt0077451,Don,1978,"Action, Crime, Thriller",,Chandra Barot,"Amitabh Bachchan, Zeenat Aman, Pran Sikand, Iftekhar"
643,tt4906960,Baadshaho,2017,"Action, Adventure, Thriller",,Milan Luthria,"Ajay Devgn, Ileana D'Cruz, Emraan Hashmi, Esha Gupta"
644,tt19838608,Babli Bouncer,2022,"Comedy, Drama",,Madhur Bhandarkar,"Tamannaah Bhatia, Sahil Vaid, Karan Singh Chhabra, Abhishek Bajaj"
645,tt1714866,Midnight's Children,2012,Drama,,Deepa Mehta,"Rajat Kapoor, Vansh Bhardwaj, Anupam Kher, Neha Mahajan"
646,tt3337550,Rahasya,2015,"Mystery, Thriller",,Manish Gupta,"Kay Kay Menon, Ashish Vidyarthi, Tisca Chopra, Mita Vashisht"
647,tt9511468,Love-All,2023,Sport,,Sudhanshu Sharma,"Satyakam Anand, Sumit Arora, Raja Bundela, Robin Das"
648,tt0200087,Sarfarosh,1999,"Action, Crime, Drama",,John Mathew Matthan,"Naseeruddin Shah, Aamir Khan, Sonali Bendre, Mukesh Rishi"
649,tt2978626,Entertainment,2014,"Action, Comedy, Drama",,"Sajid, Farhad Samji","Akshay Kumar, Tamannaah Bhatia, Junior, Krishna Abhishek"
650,tt22036406,Kanguva,2024,"Action, Drama, Fantasy",,Siva,"Suriya, Disha Patani, Yogi Babu, Bobby Deol"
651,tt10309902,Chehre,2021,"Drama, Mystery, Thriller",,Rumi Jaffery,"Amitabh Bachchan, Emraan Hashmi, Krystle D'Souza, Annu Kapoor"
652,tt13825336,Good Luck Jerry,2022,"Comedy, Crime, Drama",,Siddharth Sen,"Janhvi Kapoor, Jaswant Dalal, Deepak Dobriyal, Mita Vashisht"
653,tt7881550,Kaamyaab,2018,Drama,,Hardik Mehta,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar"
654,tt0430328,Madhoshi,2004,"Musical, Mystery, Drama",,Tanveer Khan,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Prakash Bharadwaj"
655,tt1573072,Housefull,2010,"Comedy, Drama, Romance",,Sajid Khan,"Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta"
656,tt5668770,Mardaani 2,2019,"Action, Crime, Drama",,Gopi Puthran,"Rani Mukerji, Avneet Kaur, Sunny Hinduja, Shruti Bapna"
657,tt13623916,Toolsidas Junior,2022,"Drama, Family, Sport",,Mridul Toolsidas,"Sanjay Dutt, Rajeev Kapoor, Varun Buddhadev, Ankur Vikal"
658,tt3823392,Love Sonia,2018,Drama,,Tabrez Noorani,"Abhishek Bharate, Riya Sisodiya, Mrunal Thakur, Adil Hussain"
659,tt4865436,Hate Story 3,2015,"Drama, Thriller",,Vishal Pandya,"Sharman Joshi, Karan Singh Grover, Zareen Khan, Daisy Shah"
660,tt8907974,Looop Lapeta,2022,"Action, Comedy, Crime",,Aakash Bhatia,"Taapsee Pannu, Tahir Raj Bhasin, Dibyendu Bhattacharya, K.C. Shankar"
661,tt10483386,Mumbai Saga,2021,"Action, Crime",,Sanjay Gupta,"John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty"
662,tt0119861,Pardes,1997,"Drama, Musical, Romance",,Subhash Ghai,"Shah Rukh Khan, Mahima Chaudhry, Amrish Puri, Apurva Agnihotri"
663,tt0294662,Kaante,2002,"Action, Crime, Drama",,Sanjay Gupta,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Mahesh Manjrekar"
664,tt6354784,The Hungry,2017,Drama,,Bornila Chatterjee,"Naseeruddin Shah, Tisca Chopra, Neeraj Kabi, Antonio Aakeel"
665,tt11364772,Kabzaa,2023,"Action, Crime, Thriller",,"R. Chandru, Shivu Hiremath, Soori","Upendra, Sudeep, Shriya Saran, Shivarajkumar"
666,tt15121860,Forensic,2022,"Crime, Thriller",,Vishal Furia,"Radhika Apte, Vikrant Massey, Prachi Desai, Anant Mahadevan"
667,tt0811066,Shootout at Lokhandwala,2007,"Action, Crime, History",,Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Arbaaz Khan"
668,tt15614274,Double XL,2022,"Comedy, Drama",,Satram Ramani,"Sonakshi Sinha, Huma Qureshi, Zaheer Iqbal, Mahat Raghavendra"
669,tt12740760,Phone Bhoot,2022,"Comedy, Horror",,Gurmmeet Singh,"Katrina Kaif, Ishaan Khattar, Siddhant Chaturvedi, Jackie Shroff"
670,tt11102262,Cadaver,2022,"Crime, Drama, Mystery",,Anoop Panicker,"Amala Paul, Riythvika Panneerselvam, Munishkanth, Harish Uthaman"
671,tt2797242,Bombay Talkies,2013,Drama,,"Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui"
672,tt23472806,Almost Pyaar with DJ Mohabbat,2022,"Drama, Musical, Romance",,Anurag Kashyap,"Alaya F, Karan Mehta, Vicky Kaushal, Sapna Pabbi"
673,tt9348296,Oh! Baby,2019,"Comedy, Drama, Fantasy",,B.V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendra Prasad, Teja Sajja"
674,tt10895556,Rashmi Rocket,2021,"Drama, Sport",,Akarsh Khurana,"Taapsee Pannu, Priyanshu Painyuli, Abhishek Banerjee, Supriya Pathak"
675,tt0173080,Pyaar Kiya To Darna Kya,1998,"Action, Comedy, Drama",,Sohail Khan,"Salman Khan, Kajol, Arbaaz Khan, Anjala Zaveri"
676,tt8108268,The Tashkent Files,2019,"Drama, Mystery, Thriller",,Vivek Agnihotri,"Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi"
677,tt7618184,Mulk,2018,Drama,,Anubhav Sinha,"Taapsee Pannu, Rishi Kapoor, Neena Gupta, Ashutosh Rana"
678,tt2112131,Dabangg 2,2012,"Action, Comedy, Crime",,Arbaaz Khan,"Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna"
679,tt8550208,Romeo Akbar Walter,2019,"Action, Drama, Thriller",,Robbie Grewal,"John Abraham, Mouni Roy, Jackie Shroff, Gyanendra Tripathi"
680,tt17592606,DAMaN,2022,"Adventure, Drama",,"Lenka Debiprasad, Vishal Mourya","Karan Kandhapan, Babushan Mohanty, Dipanwit Dashmohapatra, Manaswani Takri"
681,tt1202540,Dil Bole Hadippa!,2009,"Comedy, Drama, Romance",,Anurag Singh,"Shahid Kapoor, Rani Mukerji, Anupam Kher, Dalip Tahil"
682,tt1890363,Buddha in a Traffic Jam,2016,"Crime, Thriller",,Vivek Agnihotri,"Anupam Kher, Anchal Dwivedi, Mahie Gill, Pallavi Joshi"
683,tt28782545,The Purvanchal Files,2023,Action,,Swarup Ghosh,"R . Siddharth, Shivani Thakur, Zarina Wahab, Govind Namdeo"
684,tt27539086,800,2023,"Biography, Sport",,M.S. Sripathy,"Nassar, Madhur Mittal, Narain, Mahima Nambiar"
685,tt5316648,Blind,2023,"Crime, Drama, Thriller",,Shome Makhija,"Sonam Kapoor, Lucy Aarden, Danesh Razvi, Shubham Saraf"
686,tt1275863,Love Aaj Kal,2009,"Comedy, Drama, Romance",,Imtiaz Ali,"Saif Ali Khan, Deepika Padukone, Rishi Kapoor, Rahul Khanna"
687,tt0250415,Har Dil Jo Pyar Karega...,2000,"Comedy, Drama, Musical",,Raj Kanwar,"Salman Khan, Preity G Zinta, Rani Mukerji, Rajeev Verma"
688,tt3614516,Ankhon Dekhi,2013,"Comedy, Drama",,Rajat Kapoor,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur"
689,tt23864864,Joram,2023,"Action, Adventure, Crime",,Devashish Makhija,"Mohd. Zeeshan Ayyub, Manoj Bajpayee, Tannishtha Chatterjee, Rajshri Deshpande"
690,tt20840000,Ardh,2022,"Drama, Romance",,Palash Muchal,"Rajpal Naurang Yadav, Rubina Dilaik, Hiten Tejwani, Swastik Tiwari"
691,tt3554418,Khoobsurat,2014,"Comedy, Romance",,Shashanka Ghosh,"Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kirron Kher"
692,tt10699086,Bachchhan Paandey,2022,"Action, Comedy, Crime",,Farhad Samji,"Akshay Kumar, Kriti Sanon, Jacqueline Fernandez, Pankaj Tripathi"
693,tt0118751,Border,1997,"Action, Drama, History",,J.P. Dutta,"Sunny Deol, Suniel Shetty, Akshaye Khanna, Jackie Shroff"
694,tt6588966,Hichki,2018,"Comedy, Drama",,Malhotra P. Siddharth,"Rani Mukerji, Naisha Khanna, Neeraj Kabi, Rohit Saraf"
695,tt4909752,Rangoon,2017,"Action, Drama, History",,Vishal Bhardwaj,"Kangana Ranaut, Shahid Kapoor, Saif Ali Khan, Manav Vij"
696,tt11046300,Ujda Chaman,2019,Comedy,,Abhishek Pathak,"Sunny Singh, Maanvi Gagroo, Karishma Sharma, Gagan Arora"
697,tt0083578,Arth,1982,"Drama, Romance",,Mahesh Bhatt,"Shabana Azmi, Kulbhushan Kharbanda, Smita Patil, Raj Kiran"
698,tt0110546,Mohra,1994,"Action, Drama, Thriller",,Rajiv Rai,"Akshay Kumar, Suniel Shetty, Raveena Tandon, Naseeruddin Shah"
699,tt23475174,Untitled Soorarai Pottru remake,2024,"Action, Drama",,Sudha Kongara,"Akshay Kumar, Radhika Madan, Paresh Rawal, R. Sarathkumar"
700,tt3679060,Dishoom,2016,"Action, Adventure, Comedy",,Rohit Dhawan,"John Abraham, Varun Dhawan, Jacqueline Fernandez, Akshaye Khanna"
701,tt11433822,Aankh Micholi,2023,"Comedy, Family",,Umesh Shukla,"Paresh Rawal, Sharman Joshi, Abhimanyu Dasani, Mrunal Thakur"
702,tt0477253,Aashiq Banaya Aapne: Love Takes Over,2005,"Drama, Romance, Thriller",,Aditya Datt,"Emraan Hashmi, Tanushree Dutta, Sonu Sood, Preeti Ganguli"
703,tt1092005,Golmaal Returns,2008,"Comedy, Crime, Mystery",,Rohit Shetty,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor"
704,tt6102396,Kaalakaandi,2018,"Comedy, Thriller",,Akshat Verma,"Saif Ali Khan, Asif Basra, Neil Bhoopalam, Ankit Bisht"
705,tt0488836,Hanuman,2005,Animation,,"V.G. Samant, Milind Ukey","Mukesh Khanna, Viraj, Mona Shetty, Sumeet Pathak"
706,tt19394258,Tariq,2023,"Action, Drama, Thriller",,Arun Gopalan,"John Abraham, Rukmini Maitra, Gajala, Sujith Shanker"
707,tt0100095,Maine Pyar Kiya,1989,"Drama, Musical, Romance",,Sooraj R. Barjatya,"Salman Khan, Bhagyashree Patwardhan, Alok Nath, Rajeev Verma"
708,tt3717068,Court,2014,Drama,,Chaitanya Tamhane,"Vira Sathidar, Vivek Gomber, Geetanjali Kulkarni, Pradeep Joshi"
709,tt8983164,Chhalaang,2020,"Comedy, Drama, Sport",,Hansal Mehta,"Rajkummar Rao, Nushrratt Bharuccha, Mohd. Zeeshan Ayyub, Saurabh Shukla"
710,tt9648672,Street Dancer 3D,2020,"Drama, Music",,Remo D'Souza,"Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Nora Fatehi"
711,tt8983228,Jhund,2022,"Biography, Drama, Sport",,Nagraj Manjule,"Amitabh Bachchan, Ankush Gedam, Babu Kshatriya, Jerico Robert"
712,tt8733898,U-Turn,2018,"Crime, Horror, Mystery",,Pawan Kumar,"Samantha Ruth Prabhu, Aadhi, Bhoomika Chawla, Rahul Ravindran"
713,tt10152736,Thalaivi,2021,"Biography, Drama",,A.L. Vijay,"Kangana Ranaut, Arvind Swami, Nassar, Samuthirakani"
714,tt0216817,Hum Saath-Saath Hain,1999,"Drama, Musical",,Sooraj R. Barjatya,"Mohnish Behl, Salman Khan, Saif Ali Khan, Tabu"
715,tt7027278,Kedarnath,2018,"Drama, Romance",,Abhishek Kapoor,"Sushant Singh Rajput, Sara Ali Khan, Nitish Bharadwaj, Alka Amin"
716,tt1291465,Raajneeti,2010,"Crime, Drama, Thriller",,Prakash Jha,"Ajay Devgn, Ranbir Kapoor, Nana Patekar, Katrina Kaif"
717,tt9248972,Mission Mangal,2019,"Drama, History",,Jagan Shakti,"Akshay Kumar, Vidya Balan, Taapsee Pannu, Sonakshi Sinha"
718,tt19864958,Maja Ma,2022,"Comedy, Drama",,Anand Tiwari,"Madhuri Dixit, Ritwik Bhowmik, Barkha Singh, Gajraj Rao"
719,tt1532957,Paa,2009,"Comedy, Drama",,R. Balki,"Amitabh Bachchan, Abhishek Bachchan, Vidya Balan, Paresh Rawal"
720,tt0116950,Maachis,1996,"Action, Crime, Drama",,Gulzar,"Om Puri, Tabu, Chandrachur Singh, Kanwaljeet Singh"
721,tt9537274,The Intern,V,"Comedy, Drama, Thriller",,Amit Ravindernath Sharma,"Deepika Padukone, Amitabh Bachchan, Neena Gupta"
722,tt8176040,Panipat,2019,"Action, Drama, History",,Ashutosh Gowariker,"Arjun Kapoor, Sanjay Dutt, Kriti Sanon, Mohnish Behl"
723,tt0227194,One 2 Ka 4,2001,"Action, Crime, Drama",,Shashilal K. Nair,"Shah Rukh Khan, Jackie Shroff, Juhi Chawla, Nirmal Pandey"
724,tt3019620,Titli,2014,"Action, Crime, Drama",,Kanu Behl,"Shashank Arora, Ranvir Shorey, Shivani Raghuvanshi, Amit Sial"
725,tt2198235,Monsoon Shootout,2013,"Action, Crime, Drama",,Amit Kumar,"Vijay Varma, Nawazuddin Siddiqui, Neeraj Kabi, Geetanjali Thapa"
726,tt2621000,Jolly LLB,2013,"Comedy, Crime, Drama",,Subhash Kapoor,"Arshad Warsi, Amrita Rao, Boman Irani, Saurabh Shukla"
727,tt0415908,Kaal,2005,"Adventure, Horror, Mystery",,Soham Shah,"Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta"
728,tt0110076,Hum Aapke Hain Koun..!,1994,"Comedy, Drama, Musical",,Sooraj R. Barjatya,"Madhuri Dixit, Salman Khan, Mohnish Behl, Renuka Shahane"
729,tt6143422,Kadvi Hawa,2017,Drama,,Nila Madhab Panda,"Sanjay Mishra, Ranvir Shorey, Tillotama Shome, Bhupesh Singh"
730,tt6926486,Daddy,2017,"Action, Biography, Crime",,Ashim Ahluwalia,"Arjun Rampal, Aishwarya Rajesh, Nishikant Kamat, Rajesh Shringarpure"
731,tt0477252,36 China Town,2006,"Comedy, Mystery, Thriller",,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshaye Khanna, Shahid Kapoor, Kareena Kapoor, Paresh Rawal"
732,tt0220757,Shool,1999,"Action, Crime, Drama",,Eeshwar Nivas,"Manoj Bajpayee, Raveena Tandon, Sayaji Shinde, Yashpal Sharma"
733,tt4354740,Dharam Sankat Mein,2015,Comedy,,Fuwad Khan,"Naseeruddin Shah, Paresh Rawal, Annu Kapoor, Gagan Gupta"
734,tt10230422,Class of 83,2020,"Action, Crime, Drama",,Atul Sabharwal,"Bobby Deol, Anup Soni, Joy Sengupta, Hitesh Bhojraj"
735,tt16867258,Sheran Di Kaum Punjabi,2024,"Action, Adventure, Drama",,Gippy Grewal,"Sanjay Dutt, Gippy Grewal, Harpreet Kaler, Ravi Dehru"
736,tt3802576,Brothers,2015,"Action, Drama, Sport",,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez"
737,tt0337971,Deewangee,2002,"Crime, Drama, Mystery",,Anees Bazmee,"Ajay Devgn, Akshaye Khanna, Urmila Matondkar, Farida Jalal"
738,tt5713232,Madaari,2016,"Drama, Thriller",,Nishikant Kamat,"Irrfan Khan, Jimmy Shergill, Vishesh Bansal, Tushar Dalvi"
